name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
amsterdam,10/12/22,57.9,41.1,49.7,57.9,40.2,49.5,44.5,83.8,0,0,0,,0,0,16,10.6,168.6,1022.9,83.5,11,100.5,8.6,5,,2022-10-12T08:00:07,2022-10-12T18:52:45,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,10/13/22,57.5,48.1,53.7,57.5,46.5,53.6,51.8,93.5,0.277,100,66.67,rain,0,0,14.9,10.1,189.4,1016.4,85.8,7.7,22,2,1,,2022-10-13T08:01:52,2022-10-13T18:50:31,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,10/14/22,60.5,48.4,54.8,60.5,46.8,54.7,53.3,94.8,0.151,100,41.67,rain,0,0,18.9,12.7,193,1010.9,95.5,7.9,26.3,2.2,1,,2022-10-14T08:03:37,2022-10-14T18:48:17,0.65,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,remote,06269099999,06257099999"
amsterdam,10/15/22,60.9,53.4,56.8,60.9,53.4,56.8,53.6,89.5,0.063,100,29.17,rain,0,0,24.2,16.8,199.2,1005.5,95.3,10.9,28.2,2.3,2,,2022-10-15T08:05:23,2022-10-15T18:46:05,0.68,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,10/16/22,63,55,57.9,63,55,57.9,51.1,79.1,0.016,100,20.83,rain,0,0,24.6,17.1,202.6,1012.5,85.6,20,71.1,6.3,4,,2022-10-16T08:07:09,2022-10-16T18:43:53,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,10/17/22,62.8,56.2,59.7,62.8,56.2,59.7,57.3,91.7,0.155,100,20.83,rain,0,0,17.7,12.4,191.8,1018.5,94.2,17.6,22,1.9,1,,2022-10-17T08:08:55,2022-10-17T18:41:42,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,remote,06269099999,06257099999"
amsterdam,10/18/22,62.3,45.7,54.2,62.3,44.2,54.1,50.3,88.1,0.016,100,4.17,rain,0,0,12.4,8.8,293.1,1027.5,40,10.3,109.3,9.6,5,,2022-10-18T08:10:42,2022-10-18T18:39:31,0.77,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,remote,06269099999,06257099999"
amsterdam,10/19/22,57.6,40.8,49.7,57.6,40.8,49,44.9,84.7,0,0,0,,0,0,24.1,15.2,84.4,1026,84.4,17.9,91.8,7.8,4,,2022-10-19T08:12:28,2022-10-19T18:37:22,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,10/20/22,60.1,47.2,53.1,60.1,42.2,51.1,50.7,91.5,0.088,100,20.83,rain,0,0,21.6,12.7,121.5,1012,94.2,12.1,16.5,1.4,1,,2022-10-20T08:14:16,2022-10-20T18:35:14,0.84,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,10/21/22,66.3,54.8,59.1,66.3,54.8,59.1,56.2,90.4,0.01,100,8.33,rain,0,0,16.3,12,166.8,1006.5,79.1,16.5,58.4,5,4,,2022-10-21T08:16:03,2022-10-21T18:33:07,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,remote,06269099999,06257099999"
amsterdam,10/22/22,63.2,54.7,58.6,63.2,54.7,58.6,54.2,85.8,0.01,100,4.17,rain,0,0,25.1,16.5,197.8,1010.8,92,17.4,59.7,5.1,4,,2022-10-22T08:17:51,2022-10-22T18:31:01,0.9,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,10/23/22,64.1,53.8,58.3,64.1,53.8,58.3,54.8,88.3,0.008,100,12.5,rain,0,0,21.4,14.9,137.1,1007.8,91,17.9,32.8,2.9,2,,2022-10-23T08:19:39,2022-10-23T18:28:55,0.93,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,10/24/22,61.2,56.2,59.5,61.2,56.2,59.5,53.9,82,0.191,100,16.67,rain,0,0,42.5,26.8,202.7,1003.9,78.2,20,45.5,3.9,3,,2022-10-24T08:21:27,2022-10-24T18:26:52,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,10/25/22,61.6,53,57.4,61.6,53,57.4,54,88.8,0.253,100,8.33,rain,0,0,20.6,14.6,202.6,1013.1,90.5,13.3,50.5,4.4,3,,2022-10-25T08:23:16,2022-10-25T18:24:49,0,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,10/26/22,65.3,51.8,58.6,65.3,51.8,58.6,53.7,84.1,0,0,0,,0,0,21.6,16.7,180.5,1014.5,93.7,21.9,65.8,5.7,5,,2022-10-26T08:25:05,2022-10-26T18:22:47,0.03,Overcast,Cloudy skies throughout the day.,cloudy,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,10/27/22,67.1,56.3,60.7,67.1,56.3,60.7,55.8,84.2,0.003,100,8.33,rain,0,0,21.5,14.4,154.2,1018.9,94.4,20.2,32.1,2.7,2,,2022-10-27T08:26:54,2022-10-27T18:20:47,0.07,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,10/28/22,67.4,57.4,61.6,67.4,57.4,61.6,57.1,85.3,0,0,0,,0,0,24.6,14.4,193.8,1016.9,92.9,14.4,54.1,4.7,3,,2022-10-28T08:28:43,2022-10-28T18:18:48,0.11,Overcast,Cloudy skies throughout the day.,cloudy,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,10/29/22,68.4,51.7,59.7,68.4,51.7,59.7,56.3,89.3,0,0,0,,0,0,13.4,8.6,148.2,1017.8,93.8,9.1,40.7,3.4,3,,2022-10-29T08:30:32,2022-10-29T18:16:51,0.14,Overcast,Cloudy skies throughout the day.,cloudy,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,10/30/22,66.2,52.4,59.1,66.2,52.4,59.1,55.2,87.5,0,0,0,,0,0,15.4,10.5,200.1,1016.7,86.1,14.3,59,5.3,3,,2022-10-30T07:32:22,2022-10-30T17:14:55,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,10/31/22,61.5,47.9,55.3,61.5,46.3,55,52.4,90.2,0,0,0,,0,0,19.4,12.7,129.6,1016.3,87.8,9.4,45.5,3.9,2,,2022-10-31T07:34:12,2022-10-31T17:13:00,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,11/1/22,60.9,55.3,58.4,60.9,55.3,58.4,50,73.8,0.03,100,12.5,rain,0,0,38.9,25.5,195.7,1010.4,75.5,20.2,77.9,6.7,4,,2022-11-01T07:36:01,2022-11-01T17:11:07,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,11/2/22,58.2,51.5,54.4,58.2,51.5,54.4,46.3,74.5,0.259,100,25,rain,0,0,35.3,21.9,212.8,1015.6,75.7,18.8,80.3,7,4,,2022-11-02T07:37:51,2022-11-02T17:09:15,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,11/3/22,58.5,52.1,54.4,58.5,52.1,54.4,48.9,81.9,0.022,100,25,rain,0,0,26.2,18.8,175.3,1004.3,95.2,18,27.8,2.3,2,,2022-11-03T07:39:41,2022-11-03T17:07:25,0.32,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,11/4/22,52.5,46.6,49.7,52.5,43.1,48.6,46.5,88.9,0.136,100,29.17,rain,0,0,17.2,11,243.5,1006.6,84,17.6,43,3.6,3,,2022-11-04T07:41:31,2022-11-04T17:05:37,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,11/5/22,53.7,41.6,48.8,53.7,38.9,47.1,44.5,85.3,0.073,100,16.67,rain,0,0,22.6,18.5,196.9,1014.9,74.2,21.9,42,3.6,3,,2022-11-05T07:43:21,2022-11-05T17:03:51,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06260099999,D3248,E5029,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,11/6/22,53.5,47.4,50.6,53.5,40.3,49.2,48.3,92,0.175,100,33.33,rain,0,0,31.6,19.6,184,1007.7,99.4,12.9,11.3,1,1,,2022-11-06T07:45:11,2022-11-06T17:02:06,0.43,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,11/7/22,57.3,52.3,54.9,57.3,52.3,54.9,51.4,88.1,0.581,100,20.83,rain,0,0,31.1,22.2,201.5,1007.2,98.1,14.4,13.2,1,1,,2022-11-07T07:47:00,2022-11-07T17:00:23,0.46,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,11/8/22,58.6,52,55,58.6,52,55,49.3,81.5,0.074,100,4.17,rain,0,0,29.1,22,181,1004,90.4,24.7,26.8,2.1,2,,2022-11-08T07:48:50,2022-11-08T16:58:42,0.5,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,11/9/22,55.7,50.8,54.1,55.7,50.8,54.1,49.3,83.7,0.177,100,20.83,rain,0,0,32.3,22.7,213.5,1006.8,79.6,19.3,19.6,1.7,1,,2022-11-09T07:50:39,2022-11-09T16:57:03,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,11/10/22,57.3,50.3,53.7,57.3,50.3,53.7,50,87.3,0.084,100,8.33,rain,0,0,23.9,16.7,206.2,1020.9,85.2,15.1,35.3,2.9,3,,2022-11-10T07:52:28,2022-11-10T16:55:26,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,11/11/22,53.5,44.5,50.4,53.5,41.4,49.6,47.7,90.4,0,0,0,,0,0,23.8,16.7,198.5,1028.4,92.7,9.7,34.3,2.9,2,,2022-11-11T07:54:17,2022-11-11T16:53:51,0.6,Overcast,Cloudy skies throughout the day.,cloudy,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,11/12/22,58.2,41.6,48.3,58.2,38.6,46.4,45.3,90.4,0,0,0,,0,0,8.4,7.8,146.2,1030,69,9.4,62.5,5.4,3,,2022-11-12T07:56:05,2022-11-12T16:52:18,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,11/13/22,59.4,42.8,48.6,59.4,40.1,47.3,42.9,82.6,0,0,0,,0,0,12.9,8.6,83.2,1022.6,72.6,16.1,68.4,6,3,,2022-11-13T07:57:53,2022-11-13T16:50:47,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,11/14/22,49,37.9,42.7,44.8,32.5,37.7,39.5,88.7,0,0,0,,0,0,19.1,11.2,115.4,1011.8,12.9,8,59.7,5.1,3,,2022-11-14T07:59:40,2022-11-14T16:49:18,0.69,Clear,Clear conditions throughout the day.,clear-day,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,11/15/22,53.9,42.9,50.1,53.9,38.8,48.7,47.1,89.7,0.011,100,20.83,rain,0,0,24.6,17.2,153.5,1003.7,97.4,11.4,43.7,3.8,3,,2022-11-15T08:01:27,2022-11-15T16:47:52,0.73,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,11/16/22,53.4,48.4,51,53.4,43.7,49.4,47.9,89.2,0.275,100,12.5,rain,0,0,25.9,17.6,150.6,996.9,65,17.5,44.8,4,3,,2022-11-16T08:03:13,2022-11-16T16:46:28,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"06260099999,D3248,E5029,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,11/17/22,51.7,48.2,50.5,51.7,42.4,49.2,47.6,89.7,0.482,100,54.17,rain,0,0,38,25.8,150.7,986,97.9,15.3,9.5,0.8,1,,2022-11-17T08:04:59,2022-11-17T16:45:07,0.79,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,11/18/22,50.1,40.8,46.6,50.1,33.3,41.9,44.9,93.9,0.262,100,25,rain,0,0,25.1,15.5,135.7,1000.3,92.5,13.3,26.9,2.3,3,,2022-11-18T08:06:44,2022-11-18T16:43:47,0.82,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,11/19/22,39.7,28.9,34.4,31.8,21.7,26.6,28.3,78.8,0.023,100,4.17,"rain,snow",0,0,26.2,15.3,77.9,1012.3,44.6,17.8,51,4.4,3,,2022-11-19T08:08:28,2022-11-19T16:42:31,0.85,"Snow, Rain, Partially cloudy",Clearing in the afternoon with morning rain or snow.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,11/20/22,37.3,22.5,31.3,33.4,18.9,26.6,29.4,92.5,0,0,0,,0,0,23.9,11.1,114.2,1008.8,79.4,9.5,7.8,0.6,1,,2022-11-20T08:10:11,2022-11-20T16:41:17,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,D3248,E5029,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,11/21/22,45.8,35.4,40.6,41.3,29.5,35.5,39,94.2,0.343,100,37.5,rain,0,0,20.4,15,130.9,999.7,98.6,7.4,18.4,1.5,1,,2022-11-21T08:11:53,2022-11-21T16:40:05,0.92,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,11/22/22,46.5,40.7,43.9,40.7,33.4,37.1,41.2,90.3,0.141,100,12.5,rain,0,0,24.6,17.1,162.3,991.2,85.6,18.7,10.6,0.9,1,,2022-11-22T08:13:34,2022-11-22T16:38:57,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,11/23/22,48.3,45.1,46.7,41.8,39,40.8,44.3,91.2,0.04,100,25,rain,0,0,28.3,20.9,177.2,995.6,83.2,12,18.9,1.7,1,,2022-11-23T08:15:14,2022-11-23T16:37:51,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,11/24/22,52,45.5,48.2,52,39.7,43.5,44.3,86.7,0.072,100,20.83,rain,0,0,28.2,16.6,189.2,1006.2,78.2,13.8,35.8,3.2,3,,2022-11-24T08:16:52,2022-11-24T16:36:47,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,E5029,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,11/25/22,53,43.5,48.1,53,38.8,44.6,45.2,89.9,0.178,100,20.83,rain,0,0,22.4,14.7,211,1014.2,44.5,13.5,24.5,2.1,1,,2022-11-25T08:18:29,2022-11-25T16:35:47,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,11/26/22,51.1,40.3,45.1,51.1,36.1,40.7,43.3,93.6,0,0,0,,0,0,21.3,13,180.1,1026.2,80.1,7.9,33,2.8,2,,2022-11-26T08:20:05,2022-11-26T16:34:50,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,11/27/22,45.3,43.2,44.2,40,36,37.7,41.9,91.8,0.045,100,41.67,rain,0,0,24.6,15.3,164.3,1017.5,97.2,13.4,6.8,0.5,0,,2022-11-27T08:21:40,2022-11-27T16:33:55,0.12,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,11/28/22,51,44.1,47.3,51,39,44.6,46.8,98.1,0.389,100,41.67,rain,0,0,15.7,10.7,189.7,1009.9,99.1,2.2,9.9,0.7,1,,2022-11-28T08:23:13,2022-11-28T16:33:04,0.16,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,11/29/22,48.8,41.8,45,47.3,40.1,44.2,44.1,96.7,0.007,100,4.17,rain,0,0,9.5,4.7,237.9,1018.4,90.9,3.7,16.5,1.4,1,,2022-11-29T08:24:44,2022-11-29T16:32:16,0.19,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,11/30/22,48.4,39.5,44,46.6,37,42.5,42.6,94.7,0.006,100,16.67,rain,0,0,12.6,7.4,21.7,1024.9,85.3,4.7,24.2,2.2,3,,2022-11-30T08:26:13,2022-11-30T16:31:30,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"06260099999,D3248,E5029,06348099999,06249099999,06240099999,C0449,remote,06269099999,06257099999"
amsterdam,12/1/22,45.3,36.7,40.8,42.2,33.3,38.4,38.3,91.2,0,0,0,,0,0,12.8,8.2,27.3,1028.1,64.2,4.5,21.7,2,2,,2022-12-01T08:27:41,2022-12-01T16:30:48,0.26,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,remote,06269099999,06257099999"
amsterdam,12/2/22,40.8,35.9,37.8,36.4,26.7,30.1,33.6,84.7,0,0,0,,0,0,27.3,17.8,58.9,1025.6,98.9,5.2,10.5,0.9,1,,2022-12-02T08:29:06,2022-12-02T16:30:09,0.3,Overcast,Cloudy skies throughout the day.,cloudy,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,remote,06269099999,06257099999"
amsterdam,12/3/22,38.1,32.7,35.6,30.3,24,27,30,80.1,0,0,0,,0,0,24.2,16.3,72.3,1022.1,98,6.9,6.2,0.4,0,,2022-12-03T08:30:30,2022-12-03T16:29:34,0.33,Overcast,Cloudy skies throughout the day.,cloudy,"06260099999,D3248,E5029,06348099999,06249099999,06240099999,C0449,remote,06269099999,06257099999"
amsterdam,12/4/22,38.2,32.3,34.2,30,23.7,25.6,30.1,84.9,0,0,0,,0,0,23.1,16.3,71.4,1018.6,100,5.6,3.5,0.3,0,,2022-12-04T08:31:51,2022-12-04T16:29:01,0.37,Overcast,Cloudy skies throughout the day.,cloudy,"06260099999,D3248,E5029,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,12/5/22,43.3,38.9,41.6,38.4,30.6,35.6,39.2,91,0.007,100,8.33,rain,0,0,25.1,14.3,34.3,1019.9,99.6,9.5,5.8,0.5,0,,2022-12-05T08:33:11,2022-12-05T16:28:32,0.4,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,remote,06269099999,06257099999"
amsterdam,12/6/22,45,33.7,40.6,42,29.4,37.6,38.7,92.8,0.078,100,33.33,rain,0,0,17.3,8.6,297.9,1019.7,83.8,15.8,26.5,2.3,2,,2022-12-06T08:34:28,2022-12-06T16:28:07,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,remote,06269099999,06257099999"
amsterdam,12/7/22,43.9,36,39.6,39.7,32.9,35.9,36.2,87.7,0.09,100,29.17,rain,0,0,17.3,8.4,282.7,1015.8,74.2,19.4,36,3.1,3,,2022-12-07T08:35:42,2022-12-07T16:27:45,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,remote,06269099999,06257099999"
amsterdam,12/8/22,40,31.4,37.1,35.6,27.4,32.6,35.3,93.2,0.253,100,58.33,"rain,snow",0,0,17.6,10.3,216.7,1007.5,83.5,15.1,14.6,1.3,1,,2022-12-08T08:36:54,2022-12-08T16:27:26,0.5,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"06260099999,D3248,E5029,06348099999,06249099999,06240099999,C0449,remote,06269099999,06257099999"
amsterdam,12/9/22,35.8,27.5,31.8,33.6,22.9,28,31.2,97.6,0.022,100,8.33,"rain,snow",0,0,12.8,8.1,170.5,1006.6,66.8,1.6,14.1,1.2,1,,2022-12-09T08:38:04,2022-12-09T16:27:11,0.54,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"06260099999,D3248,E5029,06348099999,06249099999,06240099999,C0449,remote,06269099999,06257099999"
amsterdam,12/10/22,34.6,30.1,32.1,28.8,22.6,24.9,32,99.3,0,0,0,,0,0,16.3,10.8,185.1,1009.4,95.7,0.5,8.3,0.7,0,,2022-12-10T08:39:11,2022-12-10T16:26:59,0.57,Overcast,Cloudy skies throughout the day.,fog,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,remote,06269099999,06257099999"
amsterdam,12/11/22,36.3,33.7,35,30.7,27.2,28.9,32,89,0,0,0,,0,0,13.5,9.7,175.8,1009.8,100,5.6,11.1,1.1,1,,2022-12-11T08:40:15,2022-12-11T16:26:51,0.61,Overcast,Cloudy skies throughout the day.,cloudy,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,12/12/22,33.8,25.4,30.2,28.5,20.9,25.7,27.4,89.7,0,0,0,,0,0,12.6,6.4,154.8,1011.9,34.1,5.8,33.9,3.1,2,,2022-12-12T08:41:16,2022-12-12T16:26:46,0.64,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,remote,06269099999,06257099999"
amsterdam,12/13/22,30.6,22.1,26.4,27.8,18.5,23,23.4,88.8,0,0,0,,0,0,14.8,9.9,113.6,1010.4,47.7,5.6,23,1.8,1,,2022-12-13T08:42:15,2022-12-13T16:26:45,0.67,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,remote,06269099999,06257099999"
amsterdam,12/14/22,33.7,21.8,27.2,32.5,15.2,23.2,21.5,79.2,0.002,100,4.17,"rain,snow",0,0,9.4,6.7,31.2,1004,33.7,15.4,37.7,3.3,2,,2022-12-14T08:43:11,2022-12-14T16:26:47,0.71,"Snow, Rain, Partially cloudy",Clearing in the afternoon with late afternoon rain or snow.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,remote,06269099999,06257099999"
amsterdam,12/15/22,40.5,25.7,32.1,35,20.8,27.5,29.5,90.3,0.064,100,20.83,"rain,snow",0,0,11.5,10,207.3,1007.6,44.8,10.9,34.5,2.9,2,,2022-12-15T08:44:03,2022-12-15T16:26:53,0.74,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"06260099999,D3248,E5029,06348099999,06249099999,06240099999,C0449,remote,06269099999,06257099999"
amsterdam,12/16/22,38.5,25.1,31.6,33.8,18.9,28,28,86.8,0.006,100,4.17,snow,0,0,14.1,7.9,358.4,1015.4,32.3,16.2,31,2.7,2,,2022-12-16T08:44:53,2022-12-16T16:27:03,0.75,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,remote,06269099999,06257099999"
amsterdam,12/17/22,31.9,26.3,29.1,23.1,16.6,20.2,28.1,96.2,0,0,0,,0,0,17.5,12.4,164.4,1024.7,82.5,1.5,32.8,2.8,2,,2022-12-17T08:45:39,2022-12-17T16:27:16,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,D3248,E5029,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,12/18/22,32.9,21.5,27.4,22.8,14.2,18.5,24.2,88.1,0.048,100,12.5,"rain,snow",0,0,22,17,147.1,1024,94.9,7.1,13.7,1.2,1,,2022-12-18T08:46:22,2022-12-18T16:27:32,0.84,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,rain,"06260099999,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,12/19/22,49.8,33.5,44.1,44,22.9,36.8,42,92.4,0.18,100,58.33,"rain,snow",0,0,28.1,19.2,182.4,1013.3,98.8,12.3,6.8,0.6,0,,2022-12-19T08:47:02,2022-12-19T16:27:52,0.87,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,12/20/22,50.8,46.2,49.4,50.8,42.1,46.5,47.3,92.4,0.116,100,50,rain,0,0,26.2,18.9,194.3,1009.6,98.2,13.4,3.3,0.3,0,,2022-12-20T08:47:39,2022-12-20T16:28:16,0.9,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
